"","RPY_3YR_RT","INC_PCT_M2","C150_4_POOLED_SUPP","PCT10_EARN_WNE_P6","GT_25K_P6","C150_4","NPT4_75UP_PUB","TUITIONFEE_OUT","NPT4_PUB","C100_4","PAR_ED_PCT_1STGEN","CDR3"
"6953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4727272727,NA
"7641",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"4497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005
"3613",NA,NA,NA,5600,0.409,NA,NA,NA,9616,NA,0.6293103448,NA
"811",0.8122717312,0.1659324523,0.50686842105263,7600,0.634,0.5495,NA,26274,NA,0.4286,0.2740619902,0.056
"1845",0.447646895,0.0665983607,NA,5100,0.462,NA,8401,6585,4032,NA,0.474137931,0.173
"3712",0.4089440994,0.0815370778,0.5999875,6400,0.578,0.6543,NA,18048,NA,NA,0.4972857507,0.188
"2776",0.6057142857,0.1226415094,NA,3300,0.41,NA,9123,8556,8142,NA,0.5223048327,0.14
"6958",0.372292941,0.0858097415,NA,NA,0.611,NA,NA,16360,NA,NA,0.4874431058,0.17
"3901",0.8555555556,0.1596806387,0.473336,13400,0.845,0.5556,NA,23380,NA,0.2093,0.3789473684,0.041
"2361",0.5010281014,0.0545870249,NA,5400,0.433,NA,NA,NA,NA,NA,0.5739491437,0.148
"2069",0.3557642149,0.0672748005,0.64770487804878,4700,0.329,0.6967,NA,14702,NA,NA,0.504867872,0.226
"5860",0.516490658,0.0629951691,NA,3700,0.465,NA,NA,NA,NA,NA,0.5776997366,0.224
"5226",0.4089440994,0.0815370778,NA,6400,0.578,NA,NA,18048,NA,NA,0.4972857507,0.188
"1228",0.984503632,0.1147450111,0.95295766037735,21400,0.864,0.9573,NA,46237,NA,0.9071,0.1011938601,0.006
"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105
"5612",0.5416666667,0.2087912088,NA,NA,NA,0.6429,NA,NA,NA,NA,0.4823529412,0.246
"4613",NA,NA,NA,NA,NA,NA,NA,4905,3542,NA,0.6363636364,NA
"1261",0.5555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"463",0.7803278689,0.0747126437,0.71429591836734,3400,0.54,0.7037,NA,23250,NA,NA,0.4394904459,0.058
"7448",0.0858524788,NA,NA,NA,0.099,NA,NA,NA,NA,NA,0.7573529412,NA
"2837",0.3964256702,0.0609903382,NA,5300,0.425,NA,NA,11942,NA,NA,0.5590251333,0.113
"1258",0.8897196262,0.1914498141,0.71472822085889,13200,0.723,0.741,NA,28900,NA,0.4892,0.3326693227,0.042
"2219",0.7869704237,0.1634214186,NA,8900,0.608,NA,19530,15264,17162,NA,0.4117421335,0.082
"1428",0.4125087843,0.1158167675,0.18852707797772,5000,0.413,0.1979,7320,17214,8593,0.0657,0.4208456244,0.22
"1911",0.8902355753,0.1812409289,0.49703638676844,12800,0.723,0.5036,16741,15053,13898,0.2227,0.259626836,0.044
"1346",0.6226415094,0.1758360302,NA,6900,0.479,NA,9229,3000,6552,NA,0.4824447334,0.157
"3545",0.474428347,0.1074964639,NA,4700,0.454,NA,11933,14917,8118,NA,0.4851891506,0.214
"5722",NA,NA,0.62861125,4900,0.198,0.6047,NA,9000,NA,0,0.0248565966,NA
"207",0.3017883756,0.0601438492,NA,3800,0.407,NA,8754,5664,5367,NA,0.5823882588,0.261
"3914",0.8391089109,0.16875,0.60964,5800,0.491,0.622,NA,34295,NA,0.5837,0.2947019868,0.025
"6533",0.1718061674,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623853211,0.281
"2769",0.5510204082,0.1142241379,NA,NA,NA,NA,NA,NA,NA,NA,0.4155363748,0.142
"356",0.4330357143,0.0710339384,NA,3500,0.494,NA,NA,NA,NA,NA,0.5281030445,0.273
"1029",0.6672030035,0.1338196864,NA,6200,0.562,NA,12961,13081,9752,NA,0.4187980345,0.132
"2385",NA,NA,NA,30700,0.937,NA,NA,NA,NA,NA,NA,0.004
"1149",0.5236051502,0.1170212766,NA,4100,0.206,NA,NA,NA,NA,NA,0.5949367089,NA
"981",0.9336541767,0.1951906412,0.58036180032733,3900,0.546,0.5609,NA,3950,NA,0.1678,0.2420460933,0.027
"7502",0.8376963351,0.1518026565,NA,8400,0.73,NA,NA,NA,NA,NA,0.5626506024,0.051
"1679",0.8922413793,0.1696428571,NA,4900,0.423,NA,NA,NA,NA,NA,0.4455445545,0.098
"975",0.4089440994,0.0815370778,0.25925061728395,6400,0.578,0.2841,NA,18048,NA,NA,0.4972857507,0.188
"7275",0.5106382979,0.0709219858,NA,NA,NA,NA,NA,NA,NA,NA,0.5263157895,0.121
"2424",0.6095744681,0.0423834455,NA,5600,0.469,NA,14820,7554,8209,NA,0.5119892576,0.111
"3756",0.5961574684,0.0888689408,0.26647278264179,7700,0.468,0.2752,12505,14744,6425,0.103,0.5393356643,0.151
"5049",0.7058823529,0.161971831,NA,4100,0.473,NA,13258,6180,10266,NA,0.4465691789,0.147
"735",0.6361685001,0.1107901199,0.31806331157677,6600,0.564,0.3333,14196,13039,10436,NA,0.5393277893,0.153
"881",0.2689486553,0.0569105691,0.22368738049713,2200,0.301,0.2131,NA,13356,NA,0.0769,0.3979328165,0.155
"374",0.3605150215,0.0994475138,NA,2800,0.444,NA,11089,5903,5782,NA,0.4897494305,0.323
"6881",NA,0.4137931034,NA,NA,NA,NA,NA,12250,NA,NA,NA,NA
"4988",0.7808988764,0.1103896104,NA,15200,0.802,NA,22155,NA,18631,NA,0.6377952756,0.072
"703",0.9611978068,0.1389674682,0.80053304899387,15500,0.815,0.7938,NA,48760,NA,0.7237,0.1501845018,0.012
"3646",0.7613636364,0.1642857143,0.3855626506024,NA,0.439,0.3,NA,9000,NA,0.2,0.5,0.184
"3416",0.4013781223,NA,NA,3400,0.376,NA,NA,17547,NA,NA,0.5179856115,0.223
"2777",NA,0.1058444547,NA,3700,0.383,NA,7374,7935,7182,NA,0.5090410959,NA
"7333",0.3756440281,0.0642784553,NA,NA,0.267,NA,NA,NA,NA,NA,0.5654697135,0.242
"1305",0.9370199693,0.2555147059,0.63208265802269,10800,0.631,0.6314,NA,27860,NA,0.5392,0.2144212524,0.026
"6017",0.7042253521,0.1176470588,NA,NA,NA,NA,NA,NA,NA,NA,0.4109589041,0.088
"507",0.9444444444,0.1328382838,0.84634865757951,12700,0.805,0.8525,NA,43812,NA,0.7795,0.1871244635,0.022
"2961",0.8538596877,0.1605895584,0.41251251133272,10700,0.685,0.3921,17843,23640,15556,0.2045,0.280501497,0.051
"1044",0.781512605,NA,NA,4100,0.241,NA,NA,NA,NA,NA,0.4590163934,0.044
"7670",0.7407002188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163
"6219",0.672,0.0720720721,NA,NA,NA,NA,NA,NA,NA,NA,0.4855595668,0.078
"5321",0.6740331492,0.1891891892,NA,4500,0.314,NA,NA,11505,NA,NA,0.5818181818,0.172
"1975",NA,NA,NA,NA,0.082,NA,NA,NA,NA,NA,NA,NA
"3658",0.6357501298,0.1369187412,NA,6700,0.604,NA,14841,5064,11862,NA,0.4142160095,0.199
"614",0.4943253468,0.1254396249,NA,4200,0.453,NA,14378,6990,10394,NA,0.4750356633,0.212
"2614",0.8556647698,0.1544757033,0.52749694749694,7700,0.54,0.5424,19000,17203,15445,0.3628,0.285,0.04
"7158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4864864865,NA
"7435",0.8530035336,0.1828442438,NA,14100,0.776,NA,NA,NA,NA,NA,0.3544152745,0.053
"4907",0.5574912892,0.062052506,NA,NA,NA,0.6667,NA,11166,NA,NA,0.3948863636,0.099
"2307",0.8884140551,0.1396,0.65250906148867,13000,0.772,0.6645,NA,36926,NA,0.565,0.2993492408,0.025
"2995",0.1756559767,NA,NA,3600,0.331,NA,NA,17000,NA,NA,0.6517857143,0.364
"7352",0.460451403,0.0746511313,NA,NA,NA,NA,NA,NA,NA,NA,0.5826513912,0.18
"6310",0.7164179104,0.0971849866,NA,5000,0.461,NA,NA,NA,NA,NA,0.5492845787,0.103
"7036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5993",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"5770",0.2529680365,0.0572207084,0.43396603773584,2300,0.248,0.3889,NA,17000,NA,NA,0.6142384106,0.266
"1976",NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,0.5090909091,NA
"5621",0.3090037294,0.0268997983,NA,4000,0.221,NA,NA,NA,NA,NA,0.6718680339,0.263
"7273",0.4576654115,0.0562410035,NA,NA,NA,NA,NA,13503,NA,NA,0.5221782448,0.206
"2165",0.5875610274,0.1060584048,NA,4900,0.49,NA,6304,3803,6432,NA,0.4813565341,0.181
"2944",0.5480059084,0.1454918033,NA,4400,0.432,NA,8547,7181,5488,NA,0.5229841748,0.197
"5986",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"7546",0.5628435876,0.0995554732,NA,NA,NA,NA,NA,NA,NA,NA,0.482039524,0.098
"2680",0.5030120482,NA,NA,3500,0.413,NA,14535,7284,13523,NA,0.4602564103,0.275
"3261",0.9670932358,0.1691792295,0.76610334128878,12300,0.69,0.7787,NA,38630,NA,0.7202,0.21669627,0.018
"1155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
"4288",0.7903494176,0.0849056604,NA,5800,0.607,NA,NA,NA,NA,NA,0.4664804469,0.034
"7145",NA,NA,NA,NA,NA,NA,NA,6550,NA,NA,NA,NA
"7286",0.5525268259,0.1192043294,NA,8300,0.592,NA,NA,7824,NA,NA,0.4253235977,0.114
"1300",0.9151343706,0.189258312,0.55763389830508,13100,0.738,0.5364,NA,27180,NA,0.4371,0.256097561,0.038
"3991",NA,NA,0.37234875239923,3600,0.447,0.3385,11852,4272,5514,NA,0.524923703,NA
"2829",0.6408450704,NA,NA,NA,NA,NA,11760,NA,9674,NA,0.6272727273,0.162
"4976",0.5436893204,0.0613496933,NA,NA,0.743,NA,NA,11525,10165,NA,0.5547445255,0.127
"1982",0.349379466,0.0658096474,NA,4300,0.399,NA,7197,5100,3524,NA,0.3922114047,0.237
"3453",0.8521174863,0.1362958545,0.65486092269326,8400,0.638,0.6655,20173,27971,16838,0.549,0.2181311881,0.042
"1264",0.9638157895,0.2571428571,0.63973641025641,13300,0.724,0.6558,NA,27460,NA,0.5692,0.1855670103,0.008
"2716",0.8107638889,0.2274052478,0.38192060185185,6500,0.495,0.3799,NA,24150,NA,0.2969,0.3802816901,0.104
"5335",0.6753246753,0.0951456311,NA,7100,0.608,NA,NA,NA,6327,NA,0.4114942529,0.135
"3575",0.5249169435,0.0970245796,0.27711686746987,4100,0.461,0.2703,NA,19475,NA,0.2308,0.5388198758,0.195
"470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5768",0.664516129,0.1051282051,0.54379274924471,6300,0.584,0.6294,NA,23747,NA,0.6235,0.3649425287,0.15
"3075",0.5527306968,0.1125827815,NA,5500,0.517,NA,11409,9602,7854,NA,0.4467365573,0.168
"7210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6323529412,NA
"2079",0.5680819912,0.1213768116,NA,4700,0.431,NA,10752,5820,7661,NA,0.4636986301,0.166
"6230",0.6255924171,0.1067193676,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.173
"605",0.6944869832,0.1573878318,0.3156209439528,6100,0.577,0.3313,18105,17720,15874,0.1619,0.4153246753,0.143
"6512",0.4089440994,0.0815370778,NA,6400,0.578,NA,NA,18048,NA,NA,0.4972857507,0.188
"3466",0.417561887,0.0540540541,NA,5200,0.409,NA,11833,6022,7065,NA,0.5542406312,0.22
"802",0.4353653821,0.0697028009,0.47865726495726,4800,0.436,0.4537,NA,15580,NA,0.2951,0.5611552347,0.166
"2447",0.5942395149,0.148603352,NA,3900,0.5,NA,10648,6835,7088,NA,0.4467465199,0.158
"6148",NA,0.0710059172,NA,NA,NA,NA,NA,4650,NA,NA,0.4525547445,0.125
"2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078
"4309",NA,0.0769502294,NA,5900,0.445,NA,7238,4820,6282,NA,0.5161561057,NA
"6140",0.7320261438,NA,NA,NA,NA,NA,NA,7417,NA,NA,0.4315789474,0.082
"523",0.793814433,0.1136560069,NA,5600,0.597,NA,5347,6199,3604,NA,0.5079626579,0.068
"5156",NA,NA,NA,NA,NA,NA,NA,NA,4765,NA,NA,NA
"7668",0.8214285714,0.0833333333,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.057
"3403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3205",0.9113924051,0.2415730337,NA,17900,0.833,NA,NA,NA,NA,NA,0.509202454,0.022
"4122",0.8352090032,0.1809355693,0.52051846153846,10300,0.681,0.5311,NA,24090,NA,0.4211,0.4639376218,0.053
"6807",0.9024390244,0.1992976295,NA,9600,0.648,NA,NA,NA,NA,NA,0.2194444444,0.038
"1690",0.875792142,0.1649048626,0.54856567328918,13200,0.714,0.5655,NA,31000,NA,0.5218,0.3019296254,0.049
"1626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080",0.3235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
"2444",NA,NA,0.47619285714285,NA,NA,0.5263,NA,10500,NA,0.5263,NA,NA
"6336",0.6904761905,0.2132352941,0.40542162162162,3500,0.427,1,NA,9282,NA,1,NA,0.172
"1298",0.5544186047,0.193258427,NA,4300,0.516,NA,13266,4536,10555,NA,0.4266487214,0.223
"3614",NA,NA,NA,5000,0.462,NA,NA,NA,9070,NA,0.6682242991,NA
"3147",0.8017163505,0.1403508772,0.38100943396226,6700,0.542,0.3956,17683,21279,13755,0.2178,0.4074889868,0.064
"4132",0.9278350515,0.1828463713,0.56000851063829,21700,0.878,0.5616,NA,35520,NA,0.3344,0.2681954138,0.031
"4804",0.6363636364,0.0871559633,NA,NA,0.529,NA,NA,NA,13477,NA,0.518134715,0.125
"7164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4893617021,NA
"1700",0.7403369673,0.1023587005,NA,6500,0.632,NA,15617,9120,12347,NA,0.4570374275,0.091
"1763",0.8443197756,0.1887201735,0.55598500948766,9900,0.612,0.5657,NA,32660,NA,0.4378,0.2945914845,0.078
"5831",0.4089440994,0.0815370778,NA,6400,0.578,NA,NA,18048,NA,NA,0.4972857507,0.188
"6085",0.2990110308,0.0424497197,NA,4200,0.366,NA,NA,13932,NA,NA,0.5394716354,0.16
"831",NA,NA,NA,5700,0.454,NA,NA,NA,7859,NA,0.4932844933,NA
"7046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",NA,0.1666666667,NA,18900,0.895,NA,NA,NA,NA,NA,0.4043478261,0.025
"1051",NA,NA,NA,53000,0.961,NA,NA,NA,NA,NA,0.2406639004,0.008
"6765",NA,NA,NA,2200,0.183,NA,NA,9260,NA,NA,0.5091724419,NA
"3707",0.4127725857,0.1185819071,0.28605994550408,4500,0.469,0.3128,NA,13544,NA,0.1285,0.4631728045,0.231
"1132",0.8300803674,0.165158371,0.62913171355498,9500,0.691,0.6274,NA,29770,NA,0.476,0.4822380107,0.028
"2546",0.6926546392,0.1261840325,NA,6700,0.529,NA,9939,9402,5971,NA,0.4901566894,0.134
"4822",0.5940594059,0.064171123,NA,3800,0.341,NA,NA,NA,NA,NA,0.6823529412,0.1
"2278",0.7735849057,0.1183974487,NA,6100,0.539,NA,10566,6698,5828,NA,0.5183409254,0.062
"2569",0.8755935423,0.1704980843,0.582832,9400,0.699,0.5851,NA,28200,NA,0.5,0.3297985154,0.042
"1080",0.8878640777,0.1539534884,0.6246,11900,0.704,0.6246,NA,27830,NA,0.423,0.3892549417,0.04
"4812",0.7724230254,0.1096774194,NA,4900,0.535,NA,NA,NA,NA,NA,0.5009633911,0.095
"1352",0.7673325499,0.1767015707,0.33115032467532,10600,0.712,0.3432,NA,24630,NA,0.137,0.3765867419,0.079
"6968",0.7948260482,0.1459330144,NA,NA,0.682,0.4091,NA,10800,NA,0.3182,0.4321678322,0.061
"6555",0.5458515284,0.0555555556,NA,5500,0.274,NA,NA,NA,NA,NA,0.5201465201,0.114
"6889",NA,NA,0.83120909090909,NA,NA,0.8429,NA,8350,NA,0,NA,NA
"5282",0.7860082305,0.0828025478,NA,6700,0.6,NA,NA,15000,NA,NA,0.3630136986,0.092
"2703",NA,0.0965872505,NA,3600,0.37,NA,NA,8704,10273,NA,0.5170842825,0.12
"7517",0.6748804708,0.1276965901,NA,5200,0.502,NA,NA,12420,NA,NA,0.5014303228,0.131
"82",0.25297442,0.0533001933,0.46892111801242,2400,0.331,0.4705,NA,NA,NA,0.2157,0.5560058954,0.12
"6859",0.547752809,0.0656550919,NA,NA,0.352,NA,NA,NA,NA,NA,0.536988359,0.105
"7248",0.5180722892,0.0452674897,NA,NA,NA,NA,NA,NA,NA,NA,0.4748603352,0.127
"2607",0.8083048919,0.1429411765,0.46735188125647,8000,0.604,0.4472,17132,16997,11899,0.2243,0.333862194,0.079
"5452",0.2990110308,0.0424497197,NA,4200,0.366,NA,NA,13932,NA,NA,0.5394716354,0.16
"5781",0.641221374,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5333333333,0.083
"5146",0.7535211268,NA,NA,13000,0.833,NA,NA,NA,10537,NA,0.5737704918,0.075
"3468",0.7287344398,0.1431693989,0.40771570247933,9900,0.55,0.4098,13666,19004,10563,0.1538,0.3674446439,0.108
"3605",0.906779661,0.142,0.79288446601941,9200,0.707,0.8021,NA,41572,NA,0.7432,0.1124744376,0.04
"2245",0.5546908776,0.0549273021,NA,5100,0.522,NA,NA,NA,NA,NA,0.5967365967,0.164
"5064",NA,NA,NA,4700,0.414,NA,NA,NA,7732,NA,0.5485961123,NA
"5994",0.7486651411,0.1630267215,0.48997478510028,NA,0.93,0.5177,NA,5135,NA,0.3508,0.5424599577,0.058
"3167",0.9272076372,0.1656365884,0.78737314085739,11100,0.672,0.7829,NA,40660,NA,0.7331,0.157480315,0.048
"3749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4828",0.6736111111,NA,NA,NA,0.459,NA,NA,NA,NA,NA,0.5561797753,0.061
"1043",0.5747126437,NA,NA,NA,0.347,NA,NA,NA,NA,NA,0.593220339,0.17
"2508",NA,NA,0.50849830508474,NA,0.206,0.32,NA,11010,NA,0,0.5263157895,NA
"7690",0.4586824769,0.0731064995,NA,NA,NA,NA,NA,NA,NA,NA,0.5214854804,0.116
"621",0.8059360731,0.1056074766,0.48595502008032,5500,0.456,0.4844,NA,19468,NA,0.4531,0.3656716418,0.07
"6786",0.4089440994,0.0815370778,NA,6400,0.578,NA,NA,18048,NA,NA,0.4972857507,0.188
"6100",0.5179487179,0.053701016,NA,5300,0.468,NA,NA,15557,NA,NA,0.4105090312,0.155
"6397",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"7628",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"527",0.9016460905,0.1482691052,0.5469502118644,9100,0.665,0.5549,21891,18436,15913,0.2722,0.4096701649,0.035
"2754",0.4556720686,0.0705801343,NA,4800,0.448,NA,9118,8122,5476,NA,0.4590230117,0.236
"3911",0.685483871,0.1112973517,NA,5100,0.51,NA,10197,10158,6960,NA,0.4699348908,0.114
"764",0.6,0.0984493329,0.32712222222222,3900,0.469,0.3349,9463,10072,5523,NA,0.4680497925,0.15
"5827",0.5641025641,0.09375,NA,1800,0.198,NA,NA,NA,NA,NA,0.4285714286,0.118
"5375",NA,0.1191167926,NA,6100,0.519,NA,8025,3888,5552,NA,0.5627118644,0.102
"379",0.9580335731,0.1217656012,NA,27200,0.918,NA,NA,NA,NA,NA,0.3554817276,0.016
"3503",NA,NA,NA,4400,0.365,NA,NA,7260,8981,NA,0.5934065934,NA
"6687",NA,0.1151515152,NA,NA,NA,NA,NA,NA,NA,NA,0.4982078853,0
"302",0.3775843308,0.0869341564,NA,NA,0.254,NA,NA,NA,NA,NA,0.5529237602,0.159
"2135",0.66769468,0.1081314879,NA,5600,0.459,NA,13337,9346,9676,NA,0.4304511278,0.179
"3637",0.6576544944,0.1395673412,NA,5200,0.514,NA,11163,14865,7580,NA,0.4776002096,0.158
"4427",NA,NA,NA,3000,0.346,NA,NA,NA,6320,NA,0.5801526718,NA
"1919",0.8512616202,0.1887141536,0.45868217391304,10100,0.677,0.479,17864,11468,13216,0.3277,0.3115079365,0.078
"3071",0.8303886926,0.15261959,0.53394612634088,8300,0.556,0.5344,NA,23410,NA,0.3994,0.2942176871,0.054
"2661",NA,NA,NA,3700,0.322,NA,5839,7404,6804,NA,0.5009615385,0.312
"6839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",0.1417910448,NA,NA,4800,0.202,NA,NA,NA,NA,NA,0.5695067265,0.107
"509",0.6515151515,0.0935357493,NA,3900,0.521,NA,10530,6599,6171,NA,0.4890465906,0.158
"6995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3210",0.8926237162,0.1574167508,0.57523362831858,9300,0.656,0.5828,NA,33826,NA,0.5128,0.3768736617,0.061
"2685",0.3536585366,0.076056338,NA,4800,0.441,NA,11531,8808,8507,NA,0.4302385096,0.215
"1235",0.9784946237,0.1619190405,0.72458010471204,22700,0.914,0.7208,NA,43683,NA,0.5729,0.1367127496,0.017
"393",0.9278409091,0.1457387796,0.76792324752475,10200,0.755,0.7776,NA,41597,NA,0.6886,0.1998933902,0.025
"4768",0.6818181818,0.1479820628,NA,3800,0.368,NA,NA,11070,166,NA,0.4897959184,0.17
"4190",NA,NA,NA,1900,0.222,NA,NA,NA,NA,NA,0.4578146611,NA
"7153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"4375",0.7407126611,0.123119015,NA,4600,0.379,NA,NA,NA,NA,NA,0.4084507042,0.118
"471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026
"3443",0.7236842105,0.1909547739,0.51482376237623,NA,0.5,0.5185,NA,10790,NA,0.2273,0.3511904762,0.12
"14",0.372292941,0.0858097415,0.08507872340425,7600,0.611,0.093,NA,16360,NA,0.0476,0.4874431058,0.17
"3197",0.8651574803,0.1712846348,0.6418173076923,10800,0.7,0.6907,NA,34504,NA,0.5876,0.4512022631,0.044
"1889",0.879231473,0.1662721893,0.46362184466019,11100,0.73,0.4645,NA,20250,NA,0.2844,0.3469251337,0.044
"7461",0.5796254195,0.138946281,NA,4900,0.515,NA,NA,NA,NA,NA,0.4429472477,0.109
"5181",0.3689826303,0.0457113508,NA,3300,0.339,NA,NA,NA,NA,NA,0.6605664488,0.246
"1181",0.9421157685,0.1812577065,0.63931049723756,11600,0.683,0.6445,NA,31776,NA,0.5276,0.2451612903,0.023
"3446",0.8331668332,0.1704361874,0.46347664670658,9900,0.573,0.5175,NA,23750,NA,0.4525,0.278201866,0.07
"4994",0.7380191693,0.1255961844,NA,8000,0.65,NA,13944,NA,11589,NA,0.5992438563,0.115
"3334",0.875672541,0.1578042283,0.48392833078101,11600,0.718,0.4727,17239,20766,13391,0.2567,0.3053052326,0.057
"6908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4222222222,NA
"5153",NA,NA,NA,2700,0.241,NA,NA,9580,NA,NA,0.4943820225,NA
"2872",0.5160838461,0.1088168802,NA,5100,0.494,NA,9894,8430,6799,NA,0.4656913967,0.213
"852",0.5397166166,0.094277881,0.42444752530933,6500,0.498,0.4446,11173,9383,6267,NA,0.445038961,0.17
"1736",0.7127564674,0.1017253774,NA,6600,0.652,NA,15910,4846,12122,NA,0.486789073,0.106
"6242",0.4818755847,0.0988575781,NA,4900,0.468,NA,NA,17596,NA,NA,0.3720848057,0.153
"3151",0.7948260482,0.1459330144,0.35925688622754,8800,0.682,0.4133,NA,20300,NA,0.36,0.4321678322,0.061
"3598",0.5263157895,NA,NA,3600,0.365,NA,NA,NA,NA,NA,0.502283105,0.1
"4999",NA,NA,NA,NA,NA,NA,15572,NA,13758,NA,NA,0.125
"5492",0.3291217896,0.048617306,NA,3700,0.401,NA,NA,15588,NA,NA,0.5623486683,0.194
"1123",0.3033832501,0.0606694561,NA,3000,0.363,NA,NA,12027,NA,NA,0.4848866499,0.152
"6134",0.2990110308,0.0424497197,NA,4200,0.366,NA,NA,13932,NA,NA,0.5394716354,0.16
"6837",NA,NA,NA,NA,NA,1,NA,22338,NA,1,NA,NA
"4248",0.7083333333,NA,0.39072317880794,NA,NA,0.3761,NA,4041,6658,0.0773,0.2324649299,0.121
"3626",NA,0.1067193676,NA,NA,0.177,NA,NA,NA,NA,NA,0.5391304348,NA
"1370",0.6964185786,0.1525829627,NA,10500,0.67,NA,12621,4944,9570,NA,0.3991564417,0.118
"7241",0.4545203508,0.0773824334,0.1372,NA,NA,0.1372,NA,9472,NA,0,0.5416670368,0.135
"7532",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"968",0.8165137615,0.193877551,0.47776777777777,NA,0.39,0.4186,NA,11665,NA,0.2857,NA,0.089
"165",0.5,0.0733333333,NA,NA,0.154,NA,NA,NA,NA,NA,0.5190839695,0.114
"6774",0.5454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6119402985,0.225
"2113",0.462915601,0.0970688999,NA,4500,0.388,NA,12405,6048,8036,NA,0.5776566757,0.282
"1185",0.7398373984,0.1188118812,NA,1900,0.391,NA,NA,NA,NA,NA,0.4175824176,0
"2878",0.9655172414,0.1363636364,0.81664634146341,6500,0.685,0.8195,NA,45670,NA,0.7881,0.1893287435,0.013
"3313",0.875672541,0.1578042283,0.69266720430107,11600,0.718,0.6853,25955,21820,22431,0.4428,0.3053052326,0.057
"3129",0.7238095238,NA,NA,NA,0.31,0.6,NA,28320,NA,0.4,NA,0.056
"3726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6607142857,NA
"6098",0.3258594918,0.0680437424,NA,6200,0.462,NA,NA,NA,NA,NA,0.5046106557,0.115
"398",0.8320610687,0.1633986928,NA,NA,0.446,NA,NA,NA,NA,NA,0.4661654135,0.132
"3992",0.8298171589,0.1223175966,NA,10600,0.749,NA,NA,NA,NA,NA,0.4543209877,0.035
"4957",NA,0.130952381,NA,NA,0.478,NA,11426,NA,7728,NA,0.5245901639,0.175
"4739",0.7934782609,0.1830065359,0.3820404494382,5400,0.476,0.4,NA,20250,NA,0.1212,0.3971631206,0.158
"4777",0.2440888464,0.032345345,NA,3700,0.416,NA,NA,12181,NA,NA,0.5620485883,0.19
"3400",0.6147757256,0.0971786834,NA,8000,0.592,NA,NA,16590,NA,NA,0.4104477612,0.108
"6979",0.4975609756,0.084214981,NA,NA,NA,NA,NA,NA,NA,NA,0.5413161801,0.187
"2895",0.7477744807,0.1674208145,NA,7700,0.81,NA,NA,NA,NA,NA,0.4168734491,0.102
"6114",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"5445",0.4251278305,0.1104252401,NA,5300,0.576,NA,13158,12644,9498,NA,0.5035742653,0.29
"3832",0.7842488418,0.1669467787,0.40394271235521,10100,0.687,0.4047,16552,7538,12028,0.2254,0.4107701941,0.107
"6288",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
