"","RPY_3YR_RT","INC_PCT_M2","C150_4_POOLED_SUPP","PCT10_EARN_WNE_P6","GT_25K_P6","C150_4","NPT4_75UP_PUB","TUITIONFEE_OUT","NPT4_PUB","C100_4","PAR_ED_PCT_1STGEN","CDR3"
"1364",NA,NA,NA,NA,NA,0.3333,NA,4900,NA,0.3333,NA,NA
"2885",0.6789991063,0.1341772152,0.14182985074626,11100,0.757,0.1364,NA,11161,NA,0.0492,0.5218162469,0.1
"804",NA,NA,NA,3300,0.518,NA,NA,11400,4478,NA,0.6017130621,NA
"4394",0.4101633394,0.0833914864,NA,3500,0.432,NA,NA,NA,NA,NA,0.5250106883,0.098
"4745",NA,0.1048951049,NA,NA,NA,NA,18179,NA,14002,NA,0.4758064516,NA
"3580",0.7922624054,0.1729678639,0.49795226337448,8600,0.624,0.4688,NA,19970,NA,0.1498,0.4625779626,0.036
"2358",NA,NA,NA,38100,0.925,NA,NA,NA,NA,NA,NA,0.019
"4464",0.4646611091,0.0808605341,0.38818103703703,4200,0.416,0.3906,NA,13860,NA,0.05,0.5601851852,0.133
"6985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874",0.5129310345,0.1724137931,0.41305,4700,0.541,0.1429,NA,18095,NA,0,0.2533333333,0.211
"5914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5322580645,0.065
"7242",0.4545203508,0.0773824334,0.1341,NA,NA,0.1341,NA,9480,NA,0.0023,0.5416670368,0.135
"4466",0.4089440994,0.0815370778,0.31208014184397,6400,0.578,0.3765,NA,18048,NA,NA,0.4972857507,0.188
"6933",0.7013888889,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA
"4246",0.8326271186,0.0995887192,0.41888304498269,NA,NA,0.4093,11976,4041,8957,0.0359,0.1852315394,0.052
"1093",0.734,0.1407035176,NA,4900,0.502,NA,10727,12085,7864,NA,0.4976501305,0.103
"2611",0.9033613445,0.128875607,0.72474912438257,7700,0.618,0.7393,20236,17068,16353,0.5518,0.3238566131,0.028
"989",0.8510324484,0.1776600867,0.57579026425591,11000,0.685,0.5756,NA,21320,NA,0.435,0.4356223176,0.037
"2564",0.26272578,0.0474604496,NA,2600,0.354,NA,NA,13500,NA,NA,0.6029216467,NA
"4627",0.8082191781,0.25,0.5294294117647,NA,0.37,0.7188,NA,19100,NA,0,0.2741935484,0.052
"3834",0.6270783848,0.1490003772,NA,7500,0.549,NA,8377,4214,4851,NA,0.4809720312,0.174
"974",0.7382947265,0.170990566,0.26930226654578,6400,0.589,0.2689,15230,19142,12029,0.1096,0.4282945736,0.133
"6329",NA,NA,NA,NA,NA,NA,NA,7410,NA,NA,NA,NA
"3955",NA,0.0816326531,NA,2800,0.378,NA,7815,9993,7824,NA,0.5791907514,NA
"2104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022
"1884",0.9442446043,0.1880088823,0.72743303498779,11800,0.764,0.7405,NA,32990,NA,0.6456,0.1726618705,0.027
"148",0.7601156069,0.1527196653,0.35349116279069,6200,0.578,0.3173,NA,13800,NA,0.3261,0.3976470588,0.109
"648",0.7701612903,0.1129032258,NA,4200,0.448,NA,NA,NA,NA,NA,0.4911242604,0.063
"5554",0.5372670807,0.0896551724,NA,2500,0.212,NA,NA,NA,NA,NA,0.4980694981,0.101
"7565",0.4971319312,0.0660792952,NA,4500,0.459,NA,NA,NA,NA,NA,0.5565217391,0.137
"4751",0.3583216292,0.0599093264,NA,3500,0.451,NA,NA,NA,NA,NA,0.6168505517,NA
"5373",0.4818755847,0.0988575781,0.25582587719298,4900,0.468,0.2686,NA,17596,NA,0.2095,0.3720848057,0.153
"2977",0.4305244643,0.1145627876,NA,4700,0.506,NA,10489,7575,7395,NA,0.4855706572,0.269
"6789",0.5930047695,0.0738295318,NA,4700,0.437,NA,NA,22720,NA,NA,0.4845212383,0.12
"328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034
"7138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3770491803,NA
"3806",0.9309109519,0.1460101868,0.75726092937939,13300,0.78,0.7545,NA,38600,NA,0.5867,0.1844311377,0.032
"3970",0.9473684211,0.1431226766,0.73404419475655,13600,0.755,0.7084,21823,37574,17296,0.5371,0.1596958175,0.024
"7235",0.4545203508,0.0773824334,0.1781,NA,NA,0.1781,NA,10540,NA,0.0075,0.5416670368,0.135
"1334",0.8697318008,0.2222222222,0.55312300884955,11600,0.642,0.5763,NA,24200,NA,0.4237,0.3455657492,0.071
"3056",0.6001745962,0.1519213584,NA,4900,0.509,NA,9581,7980,6223,NA,0.458249497,0.189
"4556",0.4840943519,0.0476985625,0.44791788194444,3000,0.261,0.4657,NA,16950,NA,0.6,0.5738443158,0.092
"5876",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"2049",0.8251231527,0.1486068111,0.55515448275862,3700,0.385,0.529,NA,35118,NA,0.413,0.2222222222,0.102
"5122",0.547752809,0.0656550919,NA,2200,0.285,NA,NA,NA,NA,NA,0.536988359,0.105
"827",0.5648961661,0.1060321134,0.53220701516793,6200,0.519,0.6114,12057,9165,9982,NA,0.4448662925,0.188
"1521",0.4840943519,0.0476985625,NA,3100,0.269,NA,NA,15995,NA,NA,0.5738443158,0.092
"6770",0.4269377382,0.0470829069,NA,2200,0.498,NA,NA,NA,NA,NA,0.6766420521,0.104
"259",0.928125,0.0943877551,0.5649448051948,10100,0.858,0.5425,20172,17696,15472,0.4183,0.2549019608,0.038
"1319",0.6906779661,0.1371681416,NA,4100,0.22,NA,NA,NA,NA,NA,0.4251207729,0.052
"5951",0.4089440994,0.0815370778,0.4574,6400,0.578,0.4574,NA,18048,NA,NA,0.4972857507,0.188
"1558",0.6838750797,0.1320854205,NA,6200,0.538,NA,14777,6455,11232,NA,0.4119883041,0.154
"2851",0.7699115044,NA,NA,NA,0.706,NA,NA,NA,NA,NA,0.5899280576,0.081
"5598",0.5094339623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194
"4078",0.625,0.19,NA,NA,0.301,NA,NA,NA,NA,NA,NA,0.109
"6876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6333333333,NA
"528",0.5098039216,0.0973451327,NA,NA,0.453,NA,NA,NA,NA,NA,0.4139784946,0.095
"6078",0.3577283372,0.0896510229,NA,6300,0.531,NA,NA,13264,NA,NA,0.4386288242,0.305
"4763",0.4337342956,0.0592234885,0.26037278106508,5700,0.565,0.2644,NA,NA,NA,0.125,0.5449016627,0.177
"3339",0.8823529412,NA,0.6250328125,NA,0.225,0.5556,NA,32695,NA,0.5556,NA,0.028
"234",0.9156353135,0.1385632327,0.54079909274193,9900,0.67,0.5638,18092,18064,11085,0.1178,0.4800781837,0.032
"3697",0.4717916925,0.1008134805,NA,3800,0.463,NA,11827,4500,7229,NA,0.5453597497,0.235
"5845",0.4052876671,0.0333333333,NA,3600,0.345,NA,NA,10800,NA,NA,0.572325208,0.185
"7386",0.4990326552,0.0880148758,NA,6400,0.549,NA,NA,NA,NA,NA,0.4770592608,0.132
"4043",0.3875968992,NA,NA,NA,0.159,NA,NA,NA,NA,NA,0.5982142857,0.246
"993",0.7552836485,0.104876161,NA,4500,0.472,NA,9981,7050,6028,NA,0.4554591138,0.127
"1088",0.3689826303,0.0457113508,NA,3300,0.339,NA,NA,NA,NA,NA,0.6605664488,0.246
"5866",0.6132756133,0.0221674877,NA,4800,0.383,NA,NA,13664,NA,NA,0.5921192758,0.123
"6875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7368421053,NA
"3118",0.8344594595,0.1246105919,0.25641794871794,3400,0.659,0.3077,NA,20295,NA,0.0769,0.4087837838,0.033
"368",0.3347865034,0.0733325573,0.45395288611544,7900,0.659,0.491,NA,18748,NA,0.4696,0.5099347495,0.132
"1621",0.0858524788,NA,NA,NA,0.099,NA,NA,NA,NA,NA,0.7573529412,NA
"6485",0.5142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213
"1647",0.9685675797,0.1373679155,0.91304978041282,21300,0.889,0.9131,NA,47436,NA,0.8809,0.1357533565,0.006
"246",0.9252991453,0.1662134602,0.86157980586621,8700,0.684,0.8649,24010,36057,12771,0.6821,0.4675324675,0.023
"4073",NA,NA,NA,NA,NA,NA,NA,NA,1575,NA,NA,NA
"2627",NA,NA,NA,20600,0.868,NA,NA,NA,NA,NA,NA,0.01
"4291",0.7903494176,0.0849056604,NA,5800,0.607,NA,NA,NA,NA,NA,0.4664804469,0.034
"3589",0.6296910901,0.1369803695,0.43601093167701,7700,0.584,0.44,16699,20331,12661,0.1511,0.3970091655,0.098
"2572",0.7367875648,0.1347011597,0.5354295019157,8200,0.611,0.5477,NA,22300,NA,0.2827,0.4085106383,0.092
"5333",0.5616835994,0.0571923744,NA,2700,0.276,NA,NA,NA,NA,NA,0.5208791209,0.075
"1637",0.8035343035,0.1590909091,0.59252225201072,13600,0.699,0.6319,NA,30859,NA,0.4713,0.5140086207,0.064
"5442",NA,NA,NA,1500,0.205,NA,NA,6585,NA,NA,0.5192307692,NA
"4478",0.4470588235,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,0.275
"1231",0.6462237365,0.159410802,0.31359856144677,6100,0.534,0.3141,15793,15266,12009,0.0943,0.4596182085,0.094
"503",0.4167272727,0.0735294118,0.60137989778534,2800,0.433,0.4635,NA,14642,NA,NA,0.6630901288,0.129
"1195",0.4245870566,0.0610855879,0.38209541484716,3300,0.404,0.5034,NA,17025,NA,0,0.5737942455,0.171
"7229",0.5454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6119402985,0.225
"2500",0.8303571429,0.123655914,NA,NA,NA,NA,NA,9112,NA,NA,0.4691358025,0.048
"3774",0.8385689354,0.1323232323,0.58726636363636,10600,0.665,0.6262,NA,26186,NA,0.443,0.4428251121,0.051
"2255",NA,NA,NA,NA,NA,NA,NA,9150,NA,NA,NA,0.296
"834",0.648,0.0830271859,0.42605900439238,4000,0.475,0.3866,9939,11869,5267,NA,0.5791469194,0.2
"1867",0.2699410609,0.0316254554,NA,3800,0.367,NA,8525,3772,5729,NA,0.5580310881,0.207
"7688",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"6216",0.5741626794,0.074433657,NA,NA,NA,NA,NA,NA,NA,NA,0.4673267327,0.132
"815",NA,NA,NA,3200,0.414,NA,NA,NA,12649,NA,0.4631578947,NA
"1667",0.9619686801,0.1194029851,0.80604250309789,8600,0.634,0.7966,NA,37350,NA,0.7746,0.1246312684,0.011
"4779",0.2440888464,0.032345345,NA,3700,0.416,NA,NA,12406,NA,NA,0.5620485883,0.19
"6923",0.4938053097,0.0593824228,NA,NA,NA,NA,NA,NA,NA,NA,0.4900793651,0.098
"7503",0.8376963351,0.1518026565,NA,8400,0.73,NA,NA,NA,NA,NA,0.5626506024,0.051
"638",0.7873873874,0.1726862302,NA,8500,0.764,NA,NA,NA,NA,NA,0.4776119403,0.043
"3818",0.9690346084,0.1544554455,0.81416267496111,18700,0.786,0.8122,NA,36214,NA,0.7206,0.1875,0.021
"3785",0.7371303395,0.1552795031,0.43452055602358,9800,0.66,0.4371,22443,19752,19556,0.2379,0.3787809349,0.111
"4259",NA,NA,NA,NA,0.23,NA,5581,3610,1507,NA,0.4264069264,NA
"3299",0.6796664874,0.1297970322,NA,6700,0.559,NA,11652,13080,8707,NA,0.4704720521,0.127
"2151",0.943877551,0.2234848485,0.73530588235294,24900,0.909,0.8,NA,13592,NA,0.04,0.36,0.022
"383",0.4619565217,0.0727040816,NA,4000,0.473,NA,11003,6810,7591,NA,0.5508091833,0.229
"6176",NA,0.1183918962,NA,NA,NA,NA,10901,7200,7304,NA,0.4597658428,0.233
"6249",0.3940455342,0.0646733832,NA,NA,0.25,NA,NA,NA,NA,NA,0.5735110371,0.11
"169",0.1894736842,NA,NA,NA,0.132,NA,NA,NA,NA,NA,0.5,0.183
"502",0.8222222222,0.0910151692,NA,5400,0.547,NA,5575,6206,2177,NA,0.5222465354,0.101
"5684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"713",NA,NA,NA,5500,0.47,NA,NA,NA,9617,NA,0.5555555556,NA
"530",0.6725663717,0.100877193,NA,8000,0.566,NA,NA,NA,NA,NA,0.5691489362,0.136
"1339",NA,NA,NA,NA,NA,NA,NA,9140,NA,NA,NA,0
"2718",0.8263624842,0.187416332,0.51401109550561,10800,0.626,0.542,NA,30922,NA,0.4058,0.2959770115,0.081
"663",0.4997817547,0.0559183673,NA,5500,0.62,NA,NA,NA,NA,NA,0.5795454545,0.147
"2312",0.8931759286,0.1554505006,0.66214847001224,8600,0.656,0.669,24135,19089,20433,0.506,0.4138863841,0.041
"7681",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"1903",0.5841325196,0.1316582915,NA,6900,0.518,NA,13801,6491,10014,NA,0.3587081892,0.245
"1314",0.5217391304,NA,NA,NA,0.271,NA,NA,NA,NA,NA,0.4558823529,0.156
"6436",0.5066762041,0.1227068895,NA,5900,0.536,NA,NA,14040,NA,NA,0.4867008866,0.228
"7372",0.4114832536,0.0462351387,NA,NA,0.373,NA,NA,NA,NA,NA,0.6112054329,0.11
"4918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333
"1677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2048",0.9675090253,0.141903172,NA,18400,0.875,NA,NA,NA,NA,NA,0.3280141844,0.008
"6983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7044609665,0.05
"6205",0.2787261983,0.0346729708,NA,3800,0.366,NA,NA,11896,NA,NA,0.5370666667,0.199
"6056",0.3184844384,0.0558375635,0.27475164835164,3300,0.399,0.2712,NA,15907,NA,0,0.5538171691,0.213
"133",0.1866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4819277108,0.146
"1663",0.7001270648,0.1504424779,0.43154900849858,4700,0.499,0.4316,NA,34390,NA,0.4318,0.2946979038,0.154
"2985",0.5246636771,0.0829875519,NA,2100,0.253,NA,NA,NA,NA,NA,0.5675675676,0.127
"5130",0.4089440994,0.0815370778,NA,6400,0.578,NA,NA,18048,NA,NA,0.4972857507,0.188
"4579",NA,NA,0.5526447368421,NA,0.146,0.6667,NA,8000,NA,0,0.525,NA
"7070",0.4975609756,0.084214981,NA,NA,NA,NA,NA,NA,NA,NA,0.5413161801,0.187
"4926",0.4954954955,0.1165644172,NA,NA,NA,NA,NA,NA,NA,NA,0.4117647059,0.156
"7438",0.5094339623,0.1511627907,NA,4300,0.441,NA,NA,5722,NA,NA,0.4271725826,0.137
"5404",NA,NA,NA,NA,NA,NA,NA,2040,6490,NA,0.5434782609,NA
"4405",0.4152046784,0.0536398467,NA,4100,0.394,NA,NA,2230,4899,NA,0.5165562914,0.247
"6844",NA,0.0955414013,NA,NA,NA,NA,NA,NA,NA,NA,0.519379845,NA
"5314",0.3455978975,0.0580875782,NA,3500,0.32,NA,NA,NA,NA,NA,0.5614457831,0.195
"2496",0.932231405,0.1224199288,0.74408410041841,14700,0.831,0.7507,NA,37188,NA,0.6543,0.2878200155,0.026
"6705",0.4576654115,0.0562410035,NA,6400,0.549,NA,NA,13071,NA,NA,0.5221782448,0.206
"6899",NA,0.1725888325,NA,NA,NA,NA,NA,NA,NA,NA,0.3882352941,NA
"6072",0.4089440994,0.0815370778,0.25,6400,0.578,0.25,NA,18048,NA,0,0.4972857507,0.188
"1497",0.761589404,0.0829493088,NA,3000,0.313,NA,NA,NA,NA,NA,0.4874371859,0.126
"16",0.5918690602,0.1101156069,NA,4400,0.467,NA,9798,7650,6675,NA,0.4584545748,0.162
"4852",0.5324232082,0.1020408163,NA,3700,0.409,NA,28910,NA,23235,NA,0.5071770335,0.216
"6477",0.372292941,0.0858097415,NA,7600,0.611,NA,NA,16360,NA,NA,0.4874431058,0.17
"2548",0.8785504407,0.1464728056,0.53217970187123,11000,0.743,0.5489,NA,39697,NA,0.3645,0.2937869822,0.046
"4050",0.3291217896,0.048617306,NA,3700,0.401,NA,NA,14760,NA,NA,0.5623486683,0.194
"4004",0.6560871625,0.1044094128,NA,4500,0.55,NA,11815,8967,6804,NA,0.467282107,0.132
"6384",NA,NA,NA,NA,NA,NA,NA,10233,NA,NA,NA,0
"7",0.4339130435,0.0995405819,NA,4800,0.459,NA,10627,6576,6922,NA,0.5605658709,0.219
"1503",0.703130496,0.1390153082,0.39694986105597,8100,0.622,0.4119,12510,17404,9370,0.1636,0.4034766697,0.121
"4037",0.9225071225,0.1605177994,0.77180284477427,11500,0.76,0.7764,NA,38205,NA,0.6016,0.1953232462,0.022
"2350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5113636364,NA
"7190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5338983051,NA
"6525",0.3124691966,0.0266666667,NA,3600,0.335,NA,NA,11550,NA,NA,0.564753004,0.088
"60",NA,NA,NA,5000,0.428,NA,12178,7680,7848,NA,0.5795513824,NA
"1904",0.845410628,0.1255172414,NA,5600,0.519,NA,NA,NA,NA,NA,0.328100471,0.074
"3584",NA,NA,NA,5700,0.408,NA,NA,NA,7195,NA,0.7170731707,NA
"7584",0.1745856354,0.041285956,NA,1700,0.258,NA,NA,NA,NA,NA,0.541427827,0.214
"6860",0.4936112979,0.0764705882,NA,NA,0.327,NA,NA,NA,NA,NA,0.5535211268,0.182
"2390",0.3184844384,0.0558375635,0.13615617021276,3300,0.399,0.161,NA,16059,NA,NA,0.5538171691,0.213
"3396",0.7862068966,0.2376068376,0.35148588235294,8700,0.566,0.3596,NA,27828,NA,0.3186,0.3825757576,0.129
"4811",0.8163693599,0.1459797818,0.57193591731266,NA,NA,0.5918,13562,23312,8612,0.422,0.3804779412,0.073
"4690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6041",0.30521262,0.0489795918,0.7667,NA,NA,0.7667,NA,14300,NA,NA,0.5628036086,0.116
"6091",0.4586824769,0.0731064995,NA,9600,0.697,0.125,NA,12975,NA,0,0.5214854804,0.116
"2020",NA,NA,NA,NA,0.607,NA,NA,NA,3816,NA,0.5393258427,NA
"3863",0.8482318271,0.1694813028,0.34636350841057,7300,0.664,0.3473,13537,13838,10812,0.1212,0.3849926435,0.058
"1779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054
"6415",0.1718061674,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623853211,0.281
"6974",0.6144578313,0.0715883669,NA,NA,NA,NA,NA,NA,NA,NA,0.4136125654,0.11
"4699",NA,NA,NA,2300,0.269,NA,NA,NA,NA,NA,0.511627907,NA
"75",0.5480588014,0.0828323313,NA,3700,0.546,NA,NA,NA,NA,NA,0.5967578521,0.086
"5419",0.3740875912,0.0452961672,NA,NA,0.425,NA,NA,NA,NA,NA,0.6188197767,0.214
"2266",0.5968028419,0.0545718433,NA,2900,0.301,NA,NA,NA,NA,NA,0.5435992579,0.11
"3150",0.3962585034,0.090765588,NA,3800,0.424,NA,12768,8553,8338,NA,0.5319548872,0.301
"4849",0.391509434,0.067357513,NA,2200,0.223,NA,NA,NA,NA,NA,0.524691358,0.078
"6343",0.9115646259,0.1880733945,NA,NA,NA,NA,NA,NA,NA,NA,0.4328358209,0.023
"7563",0.3056478405,0.053074166,NA,NA,NA,NA,NA,NA,NA,NA,0.5663651468,0.128
"4704",0.4269377382,0.0470829069,NA,2200,0.498,NA,NA,NA,NA,NA,0.6766420521,0.104
"5797",0.6623376623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142
"6973",0.2170151107,0.0225251926,NA,NA,NA,NA,NA,NA,NA,NA,0.6014551334,0.212
"3143",0.4681344148,0.0697028603,NA,2600,0.395,NA,12448,4545,9762,NA,0.5324151831,0.245
"4056",0.8671875,0.1974148061,0.45481580645161,7600,0.564,0.4522,NA,22740,NA,0.2994,0.3413098237,0.073
"5264",0.9305535586,0.1491414964,0.50783910112359,14200,0.781,0.5357,13462,30838,9862,0.2946,0.2709582834,0.027
"5964",0.3347865034,0.0733325573,NA,7900,0.659,NA,NA,13663,NA,NA,0.5099347495,0.132
"2392",0.8085106383,NA,NA,NA,0.468,NA,NA,14120,NA,NA,NA,0.051
"519",0.7926208651,0.1703204047,NA,6000,0.607,NA,NA,NA,NA,NA,0.3481624758,0.061
"5008",0.5483870968,NA,NA,2900,0.333,NA,NA,NA,NA,NA,0.5770750988,0.183
"5167",0.737704918,NA,NA,NA,NA,NA,10247,NA,9397,NA,NA,0.137
"5095",NA,NA,NA,4900,0.57,NA,NA,NA,8687,NA,0.4798099762,NA
"5204",0.4089440994,0.0815370778,0.32556279069767,6400,0.578,0.3636,NA,18048,NA,NA,0.4972857507,0.188
"3624",0.7230662983,0.158719346,0.46748969627066,7500,0.555,0.4704,12114,21968,7944,0.2018,0.4351606805,0.106
"4382",0.5160599572,NA,0.4815,5700,0.55,0.4667,NA,14245,NA,0.6,0.6241610738,0.133
"3154",0.3291217896,0.048617306,NA,3700,0.401,NA,NA,14400,NA,NA,0.5623486683,0.194
"51",0.7208783029,0.1435614277,0.35899086666666,6800,0.616,0.3824,18436,14076,14327,0.1538,0.3543979505,0.075
"5657",0.5546908776,0.0549273021,NA,5100,0.522,NA,NA,NA,NA,NA,0.5967365967,0.164
"6809",0.8025210084,0.1386827458,NA,10900,0.72,NA,NA,NA,NA,NA,0.3930510315,0.07
"2482",NA,0.1272727273,0.85717142857142,2500,0.443,0.839,NA,38190,NA,0.7966,NA,0.034
"5693",0.3484602917,0.0328358209,NA,2400,0.362,NA,NA,NA,NA,NA,0.5541044776,0.222
"4882",NA,NA,NA,NA,0.258,NA,NA,5000,11591,NA,0.4954545455,NA
"3477",NA,0.0536398467,NA,33600,0.912,NA,NA,NA,NA,NA,0.1783854167,0.01
"1480",0.4933505943,0.0589586524,NA,6100,0.494,NA,12156,7685,7787,NA,0.5248143346,0.183
"2835",0.4548611111,0.163434903,NA,5100,0.432,NA,8333,6030,5354,NA,0.5141579732,0.258
"2722",0.7146596859,0.1829393628,0.37523361629881,8200,0.488,0.3686,NA,27590,NA,0.2901,0.3529411765,0.184
"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
"5807",0.6478873239,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4823529412,0.175
"7428",0.4245870566,0.0610855879,NA,NA,0.404,NA,NA,NA,NA,NA,0.5737942455,0.171
"7358",0.5444839858,0.0683856502,NA,NA,NA,NA,NA,NA,NA,NA,0.5744360902,0.215
"1646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054
"3419",0.6697595951,0.1506313891,NA,5300,0.483,NA,6982,9930,3456,NA,0.450845119,0.156
"4359",NA,NA,NA,1700,0.207,NA,NA,4590,5981,NA,0.6,NA
"1002",NA,NA,NA,4100,0.242,NA,NA,NA,NA,NA,0.7777777778,NA
"5961",0.396279653,0.0679151625,0.33846153846153,5000,0.449,0.425,NA,13598,NA,0.5238,0.4570059205,0.253
"126",0.648410366,0.1890756303,0.14281948051948,5100,0.566,0.0235,NA,6000,NA,0,0.5960591133,0.147
"4333",0.5689655172,0.1006944444,NA,NA,NA,NA,NA,NA,NA,NA,0.5525291829,0.111
"5563",0.5344827586,0.1338028169,NA,NA,NA,NA,NA,NA,NA,NA,0.3790322581,0.047
"3718",0.5356415479,0.1092057762,NA,3900,0.494,NA,7152,12472,2319,NA,0.5407949791,0.201
"3054",0.6799801538,0.1596445973,0.30215819032761,7000,0.605,0.3074,11940,12635,7424,0.1319,0.4347551343,0.139
"1360",0.5588235294,0.1163859112,NA,4900,0.428,NA,8202,4656,4372,NA,0.4534482759,0.172
"5743",0.3742782152,0.0745814307,0.29631746031746,5100,0.516,0.2358,NA,15392,NA,0.2198,0.6068111455,0.152
"6777",0.3354708684,0.060199005,NA,4800,0.562,NA,NA,12123,NA,NA,0.5100738751,0.181
"1724",0.8272727273,NA,NA,NA,0.386,NA,NA,24200,NA,NA,NA,0.137
"3960",0.9013452915,0.1779359431,0.609989,4700,0.574,0.6515,NA,34935,NA,0.6212,0.1872659176,0.047
"2452",0.8864126528,0.1308882907,0.72350473128158,8500,0.71,0.7446,16110,14200,12442,NA,0.2859304085,0.056
"4795",NA,NA,0.40841126760563,7400,0.158,0.4333,NA,11600,NA,0,NA,NA
"72",0.3940455342,0.0646733832,NA,2900,0.325,NA,NA,NA,NA,NA,0.5735110371,0.11
"4156",0.6181818182,0.1147540984,NA,NA,0.317,NA,NA,NA,NA,NA,0.4140127389,0.098
"2917",0.6549450549,0.1175373134,NA,6900,0.581,NA,NA,NA,5427,NA,0.6034115139,0.134
"2526",0.5784269663,0.0824411135,0.27352620320855,5200,0.519,0.2897,NA,32300,NA,0.1706,0.4520440252,0.116
"3100",0.517693837,0.1242547851,NA,4600,0.541,NA,8633,11918,4968,NA,0.4521002211,0.212
"4283",0.7654320988,0.1449275362,NA,5100,0.458,NA,11724,5160,8288,NA,0.53078203,0.084
"7315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037
"2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
"5285",0.514015748,0.0784503632,0.39591448979591,5300,0.524,0.3452,NA,15383,NA,0.3285,0.5966555184,0.122
"2058",0.5737417943,0.1026235509,NA,5000,0.506,NA,11003,6900,7954,NA,0.469378891,0.182
"7314",0.3866057839,0.0634573304,NA,NA,0.18,NA,NA,NA,NA,NA,0.5448916409,0.221
"3522",NA,NA,0.13094584382871,1300,0.307,0.1307,NA,2588,2985,0.0154,0.4373040752,NA
"3097",0.4168514412,0.1269685039,NA,4400,0.484,NA,14270,11867,11097,NA,0.4975903614,0.252
"7529",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"7587",0.5853885528,0.0305429864,NA,5100,0.382,NA,NA,NA,NA,NA,0.5959221501,0.107
"7115",0.5711922028,0.1032971929,0.2974911392405,NA,NA,0.3059,NA,16888,NA,0.2143,0.4997422915,0.126
"4808",0.7739130435,NA,NA,NA,0.329,NA,NA,NA,NA,NA,NA,0.072
"5195",0.9325396825,0.1424050633,NA,11600,0.83,NA,NA,13412,14252,NA,0.2866666667,0.006
"405",0.3756440281,0.0642784553,NA,2500,0.267,NA,NA,NA,NA,NA,0.5654697135,0.242
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3994",0.5442159383,0.1104832424,NA,5200,0.542,NA,13063,8843,7561,NA,0.4355021537,0.203
"7394",0.4990326552,0.0880148758,NA,6400,0.549,NA,NA,NA,NA,NA,0.4770592608,0.132
"128",0.5374855825,0.0862911104,NA,4600,0.45,NA,10387,8088,7108,NA,0.4919203307,0.232
"5653",NA,NA,NA,NA,0.182,NA,NA,NA,NA,NA,0.5813953488,NA
"716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2148",0.4875,NA,NA,5000,0.191,NA,NA,NA,NA,NA,NA,0.179
"3405",0.781981982,0.1506550218,0.44749691358024,7100,0.479,0.4805,NA,20394,NA,0.4218,0.3547619048,0.137
"5171",0.64,NA,NA,NA,NA,NA,NA,NA,4646,NA,NA,0.205
"3969",0.9618167203,0.1451917033,0.93615419424349,13300,0.777,0.9416,23515,42394,17863,0.8742,0.1716514954,0.017
"5835",0.4089440994,0.0815370778,0.29128155339805,6400,0.578,0.3158,NA,18048,NA,0.25,0.4972857507,0.188
